,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1
,,,,Sensitivities (nA/ppm),,,,,,,Izero(nA @ 10C),,,,,,,Izero(nA @ 20C),,,,,,,Izero(nA @ 40C),,,,,,,A (nA),,,,,,,1/m (T),,,,,,,SO2,,,,,,,H2S,,,,,,,O3,,,,,,,NO2,,,,,,,CO,,,,,,
Ship Date,Test Date,B.A.D.,Board B.C.,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO
120417,111617,5410EC38B9D3,088969-0009,56.90,15.85,10.16,164.29,48.23,23.15,3.08,1.218,20.591,0.933,3.581,0.792,1.309,3.474,2.896,48.258,1.953,6.718,0.750,1.679,9.750,19.016,271.440,7.604,27.805,4.235,2.279,38.278,0.582,8.027,0.310,1.277,0.316,1.204,1.264,11.26,11.19,12.00,12.69,16.20,61.90,11.05,-0.4044,0.9826,1.0000,0.1307,0.0019,-0.0175,0.0773,-1.7474,3.2923,3.8914,1.0000,0.0104,-0.0058,0.0010,0.6925,-0.5778,-0.7132,-0.1220,1.0000,0.0113,0.0518,1.0000,0.2295,-1.2678,-0.0339,1.4368,1.0000,-0.1246,-0.0027,1.0000,0.0055,0.0006,0.0001,0.0001,1.0000
120417,111617,5410EC38BC27,088969-0022,62.13,17.36,7.97,188.39,52.85,23.61,4.06,0.895,18.089,1.134,3.449,0.379,0.995,4.782,2.034,42.716,1.959,6.711,0.514,0.725,11.046,21.627,244.839,7.559,29.938,1.095,2.880,52.310,0.395,7.204,0.365,1.220,0.174,0.508,1.960,10.25,11.31,12.98,12.69,28.01,26.57,12.15,-0.3120,0.8822,1.0000,0.1329,0.0071,-0.0123,0.0478,-1.8205,3.1787,4.3758,1.0000,-0.0025,-0.0010,-0.0137,0.7046,-0.5579,-0.7671,-0.1205,1.0000,0.0055,0.0479,1.0000,0.1242,-1.4921,-0.0479,1.2723,1.0000,0.1166,-0.0021,1.0000,0.0084,0.0006,0.0002,0.0004,1.0000
120417,111617,5410EC38BC55,088969-0006,58.69,15.33,9.83,171.56,61.12,25.39,4.13,0.987,20.980,0.989,3.805,1.007,0.412,3.465,1.650,49.290,1.592,7.025,1.336,0.910,10.865,20.139,269.705,7.039,27.647,2.478,2.052,40.338,0.592,8.116,0.297,1.294,0.428,0.172,1.317,11.37,11.24,12.21,12.75,26.92,16.58,10.98,-0.4004,0.8424,1.0000,0.1397,0.0053,0.0055,-0.1637,-1.8088,3.0615,3.7550,1.0000,0.0134,0.0093,-0.1243,0.7135,-0.5285,-0.6885,-0.1242,1.0000,0.0178,0.0014,1.0000,0.2294,-1.2807,-0.0472,1.2927,1.0000,-0.1991,-0.0020,1.0000,0.0058,0.0004,-0.0003,0.0002,1.0000
120417,111617,5410EC38CC8E,088726-0092,47.28,15.86,9.96,166.79,64.19,21.47,2.97,3.053,10.222,0.855,2.861,0.706,0.405,3.361,3.860,23.178,1.416,5.147,0.548,0.385,7.911,5.921,132.432,6.154,20.931,5.750,1.039,39.128,2.916,3.928,0.200,1.026,0.161,0.138,1.473,-83.61,11.37,11.67,13.46,13.21,26.78,12.29,-0.6894,0.9079,1.0000,0.1454,-0.0006,0.0011,0.1425,-3.9476,3.1826,4.2229,1.0000,-0.0027,0.0022,0.0892,0.7689,-0.5897,-0.8617,-0.1392,1.0000,0.0098,0.0728,1.0000,-0.0079,-1.3241,-0.0606,1.1974,1.0000,-0.1446,-0.0023,1.0000,0.0073,0.0008,-0.0002,0.0003,1.0000
102517,112717,5410EC389D91,088969-0026,61.61,16.29,10.23,188.94,67.92,18.97,3.61,0.682,10.090,0.918,2.753,0.479,0.499,2.746,1.090,23.002,1.353,4.758,0.502,0.700,7.020,14.389,130.869,5.178,16.594,3.905,1.088,28.268,0.273,5.373,0.289,0.731,0.120,0.298,1.478,10.10,12.57,13.57,12.15,14.20,39.06,12.98,-0.4658,0.9404,1.0000,0.1459,-0.0026,-0.0148,-0.0355,-1.9595,3.2934,3.8327,1.0000,-0.0028,0.0032,-0.0885,0.8182,-0.7660,-0.9069,-0.1562,1.0000,0.0153,0.0253,1.0000,0.0769,-1.5088,-0.0176,1.1443,1.0000,0.1017,-0.0023,1.0000,0.0061,0.0006,0.0000,0.0003,1.0000
110917,112717,5410EC38A447,088726-0082,59.59,16.55,10.74,191.64,72.78,28.18,3.32,0.666,8.153,1.162,2.101,0.409,0.824,3.095,1.062,18.136,1.690,4.354,0.469,1.258,7.044,11.288,110.744,6.733,19.621,2.089,2.353,37.945,0.255,4.578,0.371,0.776,0.113,0.387,1.551,11.30,12.95,13.90,12.29,17.19,22.51,12.64,-0.3931,0.9936,1.0000,0.1419,0.0009,0.0146,0.0350,-2.1102,3.5710,4.4060,1.0000,0.0003,-0.0122,-0.0896,0.8552,-0.8519,-1.0202,-0.1551,1.0000,0.0834,0.0014,1.0000,0.0383,-1.4525,-0.0260,1.2098,1.0000,0.0592,-0.0019,1.0000,0.0058,0.0007,0.0001,-0.0003,1.0000
110917,112717,5410EC38A455,088726-0070,65.35,15.67,11.38,210.97,56.82,19.15,3.15,1.072,8.538,1.136,2.606,0.257,0.637,2.651,1.551,18.458,1.757,4.519,0.359,0.455,6.546,16.392,110.343,6.109,18.110,0.771,0.944,31.866,0.464,4.478,0.336,0.836,0.262,0.336,1.425,11.80,12.77,13.79,13.01,46.09,71.82,12.85,-0.3791,0.9218,1.0000,0.1349,0.0011,-0.0061,-0.0458,-2.0425,3.1605,3.2109,1.0000,-0.0020,-0.0134,0.0098,0.8362,-0.7453,-0.6934,-0.1503,1.0000,0.0143,-0.0279,1.0000,-0.0393,-1.0826,-0.0119,1.1624,1.0000,0.1275,-0.0028,1.0000,0.0068,0.0005,0.0001,0.0001,1.0000
110917,112717,5410EC38A775,088726-0037,62.91,13.70,11.58,182.82,42.82,23.74,2.72,0.783,9.578,1.285,2.458,0.263,1.779,3.599,2.086,20.452,2.158,4.644,0.254,2.851,7.988,17.312,107.945,6.172,16.765,2.313,4.452,33.645,0.334,4.999,0.365,0.741,0.055,1.363,1.710,10.03,13.07,13.38,12.25,11.10,37.18,13.01,-0.4440,0.9090,1.0000,0.1714,-0.0028,0.0208,0.2326,-1.8554,3.3420,3.7397,1.0000,-0.0058,0.0039,0.0585,0.8065,-0.7825,-0.8993,-0.1747,1.0000,0.0867,0.0777,1.0000,0.0079,-1.2654,-0.0133,1.0799,1.0000,0.4197,0.0039,1.0000,0.0082,0.0006,0.0001,0.0001,1.0000
110917,112717,5410EC38A924,088726-0068,62.56,15.35,9.78,200.39,72.33,24.82,3.29,1.057,7.588,0.925,2.445,0.452,0.364,3.386,2.119,16.803,1.336,4.591,0.477,0.307,7.788,16.135,96.066,5.894,20.213,0.785,1.617,42.711,0.507,4.024,0.285,0.823,0.297,0.121,1.630,12.10,12.81,12.94,12.61,62.07,17.89,12.52,-0.3713,0.9724,1.0000,0.1414,0.0045,-0.0122,-0.0162,-2.0969,3.6160,3.6662,1.0000,-0.0027,-0.0087,-0.0609,0.8516,-0.8475,-0.8267,-0.1477,1.0000,0.0998,-0.0017,1.0000,0.0769,-1.1383,-0.0208,1.2173,1.0000,0.0794,-0.0031,1.0000,0.0089,0.0006,0.0000,-0.0001,1.0000
111717,112717,5410EC38B736,088726-0018,59.37,14.23,10.62,192.84,56.66,25.36,2.88,0.858,8.589,0.951,2.058,0.947,0.506,2.793,1.245,19.261,1.852,4.374,1.019,0.592,6.985,15.048,111.032,6.007,17.465,1.422,1.308,35.923,0.269,4.564,0.299,0.735,0.795,0.191,1.431,10.26,12.80,13.17,12.54,50.45,23.47,12.43,-0.4077,0.8644,1.0000,0.1420,0.0272,-0.0130,-0.0108,-1.9471,3.3648,3.6014,1.0000,0.0042,0.0078,-0.1790,0.8123,-0.7565,-0.9316,-0.1702,1.0000,0.1134,0.0262,1.0000,0.0257,-1.2641,-0.0257,1.1436,1.0000,0.3376,0.0000,1.0000,0.0051,0.0006,0.0002,0.0001,1.0000
111717,112717,5410EC38B755,088726-0040,61.61,14.81,9.12,201.08,46.43,24.47,2.92,1.662,8.432,0.788,2.715,0.810,0.483,3.349,4.472,18.547,1.860,4.305,1.457,0.595,8.195,31.007,112.332,6.205,20.876,0.574,1.161,48.932,0.924,4.291,0.311,0.852,1.328,0.200,1.521,11.80,12.46,13.37,12.59,-110.39,28.11,11.59,-0.4396,0.8949,1.0000,0.1458,-0.0031,0.0030,-0.1276,-1.9195,3.3643,3.7395,1.0000,-0.0001,-0.0044,0.0186,0.8115,-0.8028,-0.9853,-0.1710,1.0000,0.0595,-0.0295,1.0000,0.0520,-1.1540,-0.0184,1.0586,1.0000,-0.0473,0.0005,1.0000,0.0090,0.0007,-0.0001,0.0003,1.0000
111717,112717,5410EC38B824,088726-0044,63.66,15.18,13.41,146.50,69.35,24.49,2.58,0.881,7.916,0.880,1.912,0.541,0.364,2.743,1.837,17.103,1.813,3.408,0.813,0.421,6.443,17.475,96.932,6.394,17.242,1.417,1.336,32.507,0.440,4.385,0.330,0.502,0.388,0.125,1.331,11.24,13.19,13.41,11.30,52.17,18.99,12.57,-0.3854,0.9437,1.0000,0.1430,0.0084,-0.0009,0.0235,-2.1105,3.4179,3.4692,1.0000,0.0022,0.0066,-0.0238,0.8416,-0.7653,-0.8342,-0.1269,1.0000,0.0547,0.1292,1.0000,0.0481,-1.1670,-0.0164,1.2201,1.0000,-0.0920,-0.0029,1.0000,0.0062,0.0008,0.0000,0.0000,1.0000
120417,112717,5410EC38BA13,088726-0049,60.19,16.93,10.34,153.83,64.53,17.73,3.93,0.990,9.745,0.913,1.984,0.321,0.460,2.925,1.701,20.948,1.495,3.886,0.454,0.457,6.671,14.945,114.387,6.109,18.452,1.327,0.817,35.987,0.439,4.806,0.311,0.671,0.194,0.224,1.446,11.99,12.75,13.22,12.16,22.62,48.97,12.59,-0.4276,0.8701,1.0000,0.1452,-0.0011,-0.0121,0.0271,-2.0657,3.2797,4.1548,1.0000,-0.0011,0.0062,-0.0837,0.8334,-0.7502,-0.9742,-0.1287,1.0000,0.0051,0.0717,1.0000,-0.0275,-1.4347,-0.0216,1.0814,1.0000,0.0030,-0.0029,1.0000,0.0068,0.0009,0.0001,0.0004,1.0000
122717,112717,5410EC38E424,088726-0029,64.89,16.53,11.67,189.54,58.21,27.77,3.13,0.914,8.422,0.655,2.413,0.443,0.560,3.190,2.109,20.080,1.331,4.580,0.585,0.768,7.438,16.018,121.970,4.975,17.660,1.327,1.570,35.975,0.458,4.638,0.273,0.848,0.201,0.198,1.515,11.61,12.47,14.09,13.01,29.24,25.83,12.57,-0.3706,0.9209,1.0000,0.1607,0.0091,0.0142,-0.0225,-1.9825,3.4494,3.8353,1.0000,0.0008,-0.3637,-0.0165,0.8215,-0.8061,-0.9311,-0.1699,1.0000,0.1174,0.0263,1.0000,0.1826,-1.3700,-0.0219,1.1361,1.0000,-0.0592,-0.0018,1.0000,0.0119,0.0006,0.0000,-0.0002,1.0000
102517,122017,5410EC38A1D2,088969-0035,57.11,14.77,9.41,184.30,53.04,15.99,3.08,1.207,13.144,1.084,2.648,0.598,0.453,2.613,2.476,29.562,2.375,5.953,0.823,0.394,7.286,15.175,158.235,6.879,19.980,1.063,0.880,39.020,0.611,6.703,0.333,1.082,0.438,0.172,1.200,12.60,12.56,12.23,12.96,95.12,35.26,11.10,-0.1280,0.9024,1.0000,0.1205,0.0016,-0.0090,-0.0142,-1.7311,3.4388,3.6044,1.0000,-0.0047,0.0042,-0.3276,0.6343,-0.5511,-0.7412,-0.1462,1.0000,0.0029,0.0513,1.0000,0.0561,-1.3205,-0.0668,1.3370,1.0000,0.2198,-0.0020,1.0000,0.0069,0.0005,0.0001,0.0001,1.0000
120417,122017,5410EC38A41B,088726-0095,64.10,15.32,8.05,179.37,58.18,28.07,2.62,1.381,10.752,0.904,2.819,1.491,0.420,4.044,2.976,22.623,2.162,5.799,1.858,0.485,7.327,20.942,110.828,7.918,19.068,2.678,1.132,33.050,0.735,5.776,0.401,1.143,1.558,0.181,2.184,12.11,13.42,12.66,13.50,2029.62,32.17,15.03,-0.1987,0.9006,1.0000,0.1418,-0.0028,-0.0088,-0.0588,-1.7461,3.4873,3.9928,1.0000,-0.0062,-0.0002,-0.2918,0.6597,-0.6445,-0.7032,-0.1325,1.0000,0.1340,0.0402,1.0000,-0.1302,-1.2436,-0.0707,1.5232,1.0000,0.1731,-0.0018,1.0000,0.0075,0.0004,-0.0002,0.0000,1.0000
110917,122017,5410EC38A730,088726-0033,60.29,13.32,9.76,176.30,52.09,24.56,4.63,0.861,10.425,1.228,2.811,0.836,0.365,3.786,1.222,22.283,2.177,5.030,1.079,0.464,8.678,12.474,108.062,7.989,17.448,0.491,0.742,44.772,0.246,5.560,0.375,1.111,1.079,0.181,1.985,10.43,13.35,12.60,13.88,-57.45,31.16,12.77,-0.1279,0.9079,1.0000,0.1295,0.0047,-0.0124,-0.0087,-1.8536,3.7068,3.8858,1.0000,-0.0079,-0.0011,-0.0619,0.6287,-0.6668,-0.8556,-0.1400,1.0000,0.0563,0.0578,1.0000,-0.0154,-1.6063,-0.0667,1.3410,1.0000,0.0956,-0.0012,1.0000,0.0047,0.0005,-0.0001,0.0001,1.0000
111717,122017,5410EC38B8A6,088969-0020,54.64,14.92,9.15,180.89,57.31,23.10,3.74,0.966,15.533,1.458,4.124,1.264,0.296,3.639,1.891,31.347,2.320,6.899,1.704,0.423,9.963,15.105,155.182,7.068,22.828,0.532,0.487,34.549,0.514,7.669,0.397,1.520,0.998,0.203,1.820,11.90,13.28,13.07,14.13,185.03,62.02,12.70,-0.2591,1.0584,1.0000,0.1452,0.0121,0.0056,-0.0261,-1.6849,3.9130,3.2153,1.0000,-0.0024,0.0011,-0.1579,0.6228,-0.6730,-0.5991,-0.1332,1.0000,0.0069,0.0679,1.0000,-0.0882,-1.3137,-0.0746,1.4292,1.0000,0.2729,-0.0013,1.0000,0.0050,0.0004,0.0000,-0.0002,1.0000
120417,122017,5410EC38BBB8,088969-0004,66.31,14.83,9.89,165.13,51.97,23.56,2.74,0.851,15.007,1.247,3.269,1.023,0.459,3.411,1.560,32.174,2.137,6.325,1.427,0.383,9.035,15.262,158.102,7.339,21.454,1.761,0.665,34.891,0.372,8.049,0.336,1.191,0.598,0.245,1.711,10.96,13.39,12.13,13.19,43.11,97.12,12.61,-0.2350,0.9564,1.0000,0.1441,0.0102,-0.0031,0.2001,-1.6720,3.3149,3.5870,1.0000,-0.0122,-0.0048,-0.1169,0.6241,-0.5410,-0.7123,-0.1335,1.0000,0.0032,0.0222,1.0000,-0.0330,-1.4535,-0.0796,1.4288,1.0000,0.1840,-0.0010,1.0000,0.0037,0.0004,0.0000,0.0000,1.0000
72318,71018,5410ECF7172B,091660-0058,24.87,11.08,6.37,271.84,97.97,15.34,2.91,1.546,9.799,0.645,1.155,0.389,0.882,3.866,3.337,20.315,1.549,3.275,0.632,0.066,9.445,12.660,145.252,11.840,27.283,0.270,0.592,60.923,0.801,3.717,0.173,0.498,0.460,0.198,2.010,16.54,11.22,9.90,10.07,49.26,33.09,13.36,-0.5179,0.4896,1.0000,0.0614,0.0074,-0.0011,-0.2586,-3.7435,4.0333,8.2370,1.0000,-0.0009,-0.0094,-0.0702,1.0425,-0.6588,-1.6179,-0.1267,1.0000,0.0256,-0.0385,1.0000,1.2100,-1.6028,-0.0669,0.8225,1.0000,0.3832,-0.0438,1.0000,0.0067,-0.0001,-0.0004,-0.0007,1.0000
72318,71018,5410ECF7182D,091660-0066,27.57,11.27,9.64,395.93,61.81,17.81,3.46,5.168,9.049,1.202,2.008,0.225,0.615,3.023,5.778,20.281,2.005,6.128,0.903,0.334,7.884,40.584,164.919,15.591,34.407,2.373,1.091,76.257,1.494,3.567,0.395,1.082,0.226,0.464,1.132,11.17,10.81,11.32,11.31,20.34,38.84,10.11,-0.6734,0.4591,1.0000,0.0740,-0.0002,0.0099,0.0210,-4.1833,4.1148,8.2536,1.0000,0.0016,-0.0013,-0.0428,1.3184,-0.6542,-1.5684,-0.1314,1.0000,0.0195,0.1582,1.0000,1.5213,-1.5068,-0.0407,0.8138,1.0000,0.0427,-0.0178,1.0000,0.0042,-0.0001,-0.0011,-0.0010,1.0000
72318,71018,5410ECF718E4,091660-0090,32.36,12.33,4.94,224.23,91.98,15.89,4.26,-0.132,10.487,0.360,1.883,0.073,0.445,4.203,-0.118,21.050,1.365,3.563,0.339,0.767,9.273,9.951,149.892,10.983,26.722,0.022,1.041,58.548,0.009,3.985,0.206,0.569,0.013,0.315,2.118,5.63,11.34,10.60,10.60,9.94,29.20,14.23,-0.3215,0.5334,1.0000,0.0686,0.0007,-0.0086,-0.5497,-3.2667,4.2005,8.4771,1.0000,-0.0026,-0.0054,0.0811,1.1378,-0.6712,-1.1214,-0.1328,1.0000,0.0380,-0.0550,1.0000,0.7525,-1.5592,-0.0550,0.8320,1.0000,-0.1394,-0.0005,1.0000,0.0046,0.0000,-0.0008,-0.0008,1.0000
72318,71018,5410ECF71920,091660-0245,41.32,12.64,7.80,259.50,89.41,16.95,3.82,0.684,12.791,1.141,2.119,0.672,0.303,4.681,1.353,23.516,1.798,3.675,0.616,0.067,9.682,11.423,151.203,12.675,28.219,3.481,0.378,71.221,0.141,4.454,0.284,0.585,0.333,0.024,2.298,9.06,11.72,11.22,10.50,26.18,12.72,13.93,-0.2817,0.4903,1.0000,0.0628,0.0231,0.0039,0.3382,-2.8993,4.2597,7.6545,1.0000,-0.0038,-0.0051,0.0198,1.1669,-0.7410,-1.6008,-0.1308,1.0000,0.0611,0.0796,1.0000,0.7757,-1.4679,-0.0631,0.8173,1.0000,0.3700,-0.0009,1.0000,0.0077,-0.0001,-0.0007,-0.0009,1.0000
72318,71018,5410ECF71B5A,091660-0136,28.19,10.22,10.07,405.82,54.71,18.92,3.66,3.972,8.039,0.886,2.218,1.250,0.331,3.369,4.926,18.814,2.456,5.368,1.722,0.462,7.789,31.297,131.670,16.206,34.996,5.478,0.904,66.468,1.343,3.690,0.391,1.035,0.991,0.169,1.396,11.06,11.46,11.29,11.22,33.99,23.32,10.94,-0.6185,0.5319,1.0000,0.0744,-0.0184,0.0144,-0.3026,-4.1474,4.1990,8.0159,1.0000,-0.0033,-0.0047,-0.1280,1.3705,-0.7160,-1.5451,-0.1372,1.0000,0.0172,0.1629,1.0000,0.8583,-1.4507,-0.0544,0.8373,1.0000,0.0189,-0.0133,1.0000,0.0064,-0.0001,-0.0009,-0.0008,1.0000
72318,71018,5410ECF71B90,091660-0042,36.88,12.54,6.55,264.10,95.16,16.65,3.50,-0.342,12.492,0.488,1.666,1.653,0.381,4.488,0.367,21.399,0.998,4.043,1.911,0.276,9.098,3.709,133.102,10.045,29.301,2.079,0.524,56.111,0.011,4.169,0.132,0.602,0.883,0.237,1.420,8.18,11.93,9.78,10.51,52.95,26.74,11.37,-0.2971,0.5453,1.0000,0.0699,0.0024,0.0035,-0.2073,-3.4897,4.3963,9.2526,1.0000,0.0053,0.0001,0.1643,1.1366,-0.7581,-1.6742,-0.1356,1.0000,0.0439,-0.2227,1.0000,0.6330,-1.7452,-0.0614,0.8388,1.0000,0.6193,-0.0046,1.0000,0.0033,-0.0001,-0.0003,-0.0002,1.0000
72318,71018,5410ECF72FE9,091660-0031,31.13,9.86,7.57,257.35,50.02,22.20,3.00,4.423,8.662,1.216,2.397,0.388,0.037,2.541,5.607,20.296,2.759,5.282,0.501,0.312,6.060,36.296,170.283,16.214,29.264,0.336,0.340,55.622,1.391,3.440,0.542,0.979,0.171,0.089,0.916,11.16,10.68,12.35,11.38,25.99,18.12,10.34,-0.6054,0.5887,1.0000,0.0791,-0.0041,0.0037,-0.2877,-4.0247,3.4832,7.8756,1.0000,-0.0008,0.0005,-0.0772,1.2977,-0.5176,-1.1486,-0.1861,1.0000,0.0172,0.1590,1.0000,0.9026,-1.2730,-0.0774,0.8340,1.0000,0.0188,-0.0123,1.0000,0.0075,-0.0002,-0.0007,-0.0009,1.0000
72318,71018,5410ECF737C,091660-0228,42.72,12.41,5.67,235.77,47.72,15.44,3.51,1.615,15.004,0.640,2.218,1.068,0.403,4.398,4.255,27.168,1.453,3.781,1.202,0.170,9.852,10.111,168.939,12.228,28.480,4.455,0.541,68.370,6.376,5.753,0.192,0.657,0.569,0.193,2.355,-25.55,12.19,10.14,10.86,25.50,26.72,14.26,-0.3228,0.3965,1.0000,0.0700,0.0275,0.0014,-0.3197,-3.2513,4.2239,9.3307,1.0000,0.0024,-0.0029,-0.0969,1.0747,-0.6322,-1.8470,-0.1390,1.0000,0.0348,-0.0068,1.0000,0.8354,-1.6938,-0.0616,0.8578,1.0000,0.3790,-0.0170,1.0000,0.0030,0.0000,-0.0016,-0.0004,1.0000
72318,71018,5410ECF73F83,091660-0206,23.37,13.23,7.37,260.17,92.18,16.49,3.76,0.198,11.220,0.578,1.841,0.312,0.078,4.437,0.889,21.369,1.096,4.231,0.373,0.277,9.007,9.312,152.886,10.725,30.015,0.212,0.435,64.101,0.040,3.851,0.181,0.565,0.397,0.074,1.960,7.38,11.28,10.32,10.28,-125.91,17.94,13.41,-0.3428,0.6250,1.0000,0.0674,0.0038,0.0010,-0.1548,-3.4457,4.3330,8.9505,1.0000,0.0071,0.0025,0.0105,1.0825,-0.6512,-1.6671,-0.1245,1.0000,0.0159,-0.0974,1.0000,0.6136,-1.6764,-0.0719,0.7932,1.0000,0.2707,-0.0014,1.0000,0.0045,-0.0001,-0.0007,-0.0004,1.0000
72318,71018,5410ECF73F87,091660-0205,37.44,11.96,7.54,283.09,89.17,16.75,4.08,0.970,9.844,0.360,1.283,-0.044,0.138,3.363,4.695,24.288,1.658,4.133,0.456,0.252,9.840,21.387,154.544,13.517,30.978,2.242,0.287,76.608,1.198,5.200,0.222,0.644,0.007,0.059,2.216,20.10,12.04,10.11,10.42,7.68,16.87,13.63,-0.5079,0.4099,1.0000,0.0770,0.0025,0.0025,-0.0268,-3.7037,4.4541,8.6706,1.0000,-0.0080,-0.0014,0.0545,1.1427,-0.7548,-1.6452,-0.1464,1.0000,0.0706,0.0774,1.0000,0.6410,-1.5899,-0.0543,0.8076,1.0000,0.2214,-0.0205,1.0000,0.0051,0.0000,-0.0009,-0.0006,1.0000
72318,71018,5410ECF7469B,091660-0050,31.40,12.46,7.88,208.92,94.89,15.36,2.87,1.363,12.090,0.563,2.040,0.654,1.566,4.440,1.474,22.605,1.936,4.054,0.229,0.957,9.363,15.383,150.586,12.078,28.671,0.127,0.779,62.679,0.275,4.215,0.217,0.614,0.599,0.644,1.824,9.14,11.64,10.54,10.47,69.94,78.65,12.42,-0.4118,0.6084,1.0000,0.0673,0.0018,0.0121,-0.2086,-3.6931,4.3339,9.3180,1.0000,0.0160,-0.0041,0.0835,1.2054,-0.6684,-1.9338,-0.1056,1.0000,0.0280,-0.0819,1.0000,0.5929,-1.7492,-0.0628,0.8265,1.0000,0.1095,-0.0054,1.0000,0.0057,-0.0001,-0.0004,-0.0019,1.0000
72318,71018,5410ECF74927,091660-0051,37.78,12.98,6.14,240.74,90.84,15.29,3.34,0.095,11.713,0.660,1.975,0.427,0.520,4.611,0.173,22.368,1.116,4.005,0.270,0.462,10.179,6.860,137.005,10.994,29.566,0.411,0.997,58.723,0.012,4.288,0.157,0.661,0.042,0.182,2.743,6.36,11.84,10.09,10.82,15.50,21.74,16.40,-0.2941,0.5055,1.0000,0.0736,-0.0003,0.0044,-0.0011,-3.4452,4.2740,8.7970,1.0000,-0.0002,-0.0089,0.1664,1.1357,-0.7056,-1.6460,-0.1334,1.0000,0.0178,-0.0559,1.0000,0.9442,-1.6949,-0.0676,0.8742,1.0000,0.3763,-0.0022,1.0000,0.0049,0.0000,-0.0008,-0.0009,1.0000
72318,71318,5410ECF719E6,091660-0166,23.13,13.03,8.58,324.79,47.14,27.39,4.20,2.072,8.553,0.961,3.338,0.867,0.334,3.906,2.516,18.419,1.825,5.392,0.888,1.340,9.418,11.194,112.369,11.866,30.806,0.619,0.729,43.804,0.436,2.820,0.305,0.797,0.360,0.413,1.289,9.85,10.67,10.87,10.55,22.14,31.57,10.69,-0.5053,0.5237,1.0000,0.0552,-0.0005,-0.0038,-0.0617,-5.0317,4.0558,8.4959,1.0000,-0.0002,-0.0016,0.0455,1.5170,-0.5683,-1.4030,-0.1452,1.0000,0.0253,0.2006,1.0000,0.6884,-1.5361,-0.0785,1.0090,1.0000,0.0011,-0.0135,1.0000,0.0088,0.0001,-0.0003,-0.0006,1.0000
72318,71318,5410ECF71ACD,091660-0140,32.80,11.81,9.32,374.55,51.07,24.45,2.41,1.595,5.927,1.104,2.338,0.814,0.133,1.942,4.274,18.934,1.841,6.083,1.137,0.562,9.138,12.250,107.398,11.209,31.549,1.925,1.233,34.401,0.963,2.925,0.390,1.028,0.511,1.043,1.277,13.43,11.02,11.73,11.08,38.17,-17.76,11.56,-0.3979,0.5742,1.0000,0.0670,0.0014,-0.0025,0.0101,-3.8594,4.5541,8.5616,1.0000,0.0036,0.0022,-0.0250,1.1585,-0.7716,-1.3530,-0.1507,1.0000,0.0223,0.1794,1.0000,0.8889,-1.4223,-0.0720,0.9292,1.0000,-0.0519,-0.0157,1.0000,0.0075,0.0001,-0.0004,-0.0007,1.0000
72318,71318,5410ECF71BAB,091660-0133,29.86,11.38,8.08,330.76,49.65,21.71,2.88,1.977,9.135,1.312,3.193,2.100,0.900,3.769,3.121,18.929,2.348,6.063,2.094,4.247,8.588,5.853,105.107,11.399,28.248,5.402,1.384,44.278,1.284,2.778,0.420,0.947,1.421,1.842,1.202,20.45,10.80,11.90,11.11,30.16,87.96,10.58,-0.3311,0.5272,1.0000,0.0550,0.0015,-0.0341,-0.1155,-3.8839,4.1282,8.8316,1.0000,-0.0002,-0.1514,0.0105,1.0762,-0.6891,-1.2594,-0.1454,1.0000,0.0182,0.3224,1.0000,1.2426,-1.3408,-0.0717,0.9629,1.0000,-0.0105,-0.0300,1.0000,0.0090,0.0001,-0.0004,-0.0002,1.0000
72318,71318,5410ECF71CE8,091660-0147,33.08,12.45,7.57,360.16,45.06,22.38,2.69,0.151,9.082,1.080,3.260,0.507,1.048,4.073,3.042,19.117,2.492,5.610,0.854,1.253,9.447,13.721,99.331,12.581,27.573,0.384,0.822,43.619,0.791,3.197,0.437,0.895,0.211,0.780,1.341,27.32,11.39,11.87,11.04,21.14,47.90,10.95,-0.4062,0.5784,1.0000,0.0489,0.0050,-0.0018,0.0841,-4.0101,4.5809,9.8001,1.0000,0.0024,-0.0028,0.2624,1.0088,-0.7236,-1.4516,-0.1516,1.0000,0.0175,0.2671,1.0000,0.6406,-1.4242,-0.0761,0.9890,1.0000,0.0100,-0.0899,1.0000,0.0087,0.0000,-0.0007,-0.0006,1.0000
